Id,Name,Person_To,Date,Time,Message,Said_Yes,Said_No
6644,Marc Larock,All Participants,"February 23, 2021",9:52:08 AM,yes,1,0
6645,Hamza Waseem,All Participants,"February 23, 2021",9:52:09 AM,yes,1,0
6646,Rain Sung,All Participants,"February 23, 2021",9:52:11 AM,what was the code to start spark?,0,0
6647,Rain Sung,All Participants,"February 23, 2021",9:52:15 AM,after getting to the bin,0,0
6648,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",9:52:24 AM,spark-shell,0,0
6649,Rain Sung,All Participants,"February 23, 2021",9:52:33 AM,got it thanks,0,0
6650,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",9:52:41 AM,yes,1,0
6651,Hamza Waseem,All Participants,"February 23, 2021",9:52:44 AM,yes,1,0
6652,Sarah Jiang,All Participants,"February 23, 2021",9:52:45 AM,yes,1,0
6653,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",9:52:47 AM,yes,1,0
6654,Leonardo A Lamboglia,All Participants,"February 23, 2021",9:55:57 AM,do you have to say var rd,0,0
6655,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",9:56:01 AM,var,0,0
6656,Hamza Waseem,All Participants,"February 23, 2021",10:01:20 AM,nope,0,0
6657,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:01:25 AM,no issue,0,1
6658,Aaron Alvarez,All Participants,"February 23, 2021",10:01:27 AM,no issues,0,1
6659,Abtin Khodadadi,All Participants,"February 23, 2021",10:01:29 AM,no issue,0,1
6660,Jacob Sears,All Participants,"February 23, 2021",10:01:32 AM,no issue,0,1
6661,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",10:01:32 AM,no issue,0,1
6662,Marc Larock,All Participants,"February 23, 2021",10:01:34 AM,should we try the command that you just typed in?,0,0
6663,Hamza Waseem,All Participants,"February 23, 2021",10:01:44 AM,working,0,0
6664,Aaron Alvarez,All Participants,"February 23, 2021",10:01:48 AM,working,0,0
6665,Sarah Jiang,All Participants,"February 23, 2021",10:02:05 AM,working,0,0
6666,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:02:12 AM,y,0,0
6667,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",10:02:16 AM,working,0,0
6668,Marc Larock,All Participants,"February 23, 2021",10:02:28 AM,yes,1,0
6669,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:02:52 AM,no issue,0,1
6670,Marc Larock,All Participants,"February 23, 2021",10:02:53 AM,yes,1,0
6671,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:02:53 AM,yes,1,0
6672,Aaron Alvarez,All Participants,"February 23, 2021",10:02:54 AM,yes,1,0
6673,Hamza Waseem,All Participants,"February 23, 2021",10:02:54 AM,yes,1,0
6674,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",10:02:55 AM,yes,1,0
6675,Sarah Jiang,All Participants,"February 23, 2021",10:02:55 AM,yes,1,0
6676,Marc Larock,All Participants,"February 23, 2021",10:04:59 AM,so cut and paste the code from first rdd into the shell?,0,0
6677,Marc Larock,All Participants,"February 23, 2021",10:05:06 AM,okay.,0,0
6678,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:05:09 AM,I tried running SparkConf and it didn't find it,0,0
6679,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:05:28 AM,okay,0,0
6680,Marc Larock,All Participants,"February 23, 2021",10:05:28 AM,oh. okay.,0,0
6681,Sarah Jiang,All Participants,"February 23, 2021",10:05:50 AM,firstrdd worked for me ,0,0
6682,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:07:18 AM,is is map(x=?,0,0
6683,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:07:42 AM,right,0,0
6684,Marc Larock,All Participants,"February 23, 2021",10:07:43 AM,yes,1,0
6685,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:07:44 AM,thank you,0,0
6686,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:08:04 AM,it worked,0,0
6687,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",10:08:08 AM,working,0,0
6688,Jacob Sears,All Participants,"February 23, 2021",10:08:20 AM,"It works, yes",1,0
6689,Hamza Waseem,All Participants,"February 23, 2021",10:08:26 AM,working,0,0
6690,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:08:47 AM,Collect isnt working for me,0,0
6691,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:09:22 AM,yeah it isnt,0,0
6692,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:09:25 AM,liking that,0,0
6693,Marc Larock,All Participants,"February 23, 2021",10:09:31 AM,i got collect,0,0
6694,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:09:35 AM,its throwing me an error,0,0
6695,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:11:00 AM,hold on sorry im restarting,0,0
6696,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:11:02 AM,give me a second,0,0
6697,Jacob Sears,All Participants,"February 23, 2021",10:11:14 AM,yes,1,0
6698,Marc Larock,All Participants,"February 23, 2021",10:11:17 AM,it works,0,0
6699,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:11:18 AM,yes,1,0
6700,Hamza Waseem,All Participants,"February 23, 2021",10:11:19 AM,yes,1,0
6701,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",10:11:19 AM,yes,1,0
6702,Aaron Alvarez,All Participants,"February 23, 2021",10:11:33 AM,working,0,0
6703,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:13:29 AM,"working, running to bathroom real quick",0,0
6704,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:14:31 AM,still giving the error,0,0
6705,Marc Larock,All Participants,"February 23, 2021",10:14:31 AM,done,0,0
6706,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:14:33 AM,after I restarted,0,0
6707,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:14:58 AM,was I supposed to use parrallelize? I've been using textFile,0,0
6708,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:16:24 AM,do I run parallelize on the rdd after I use txtFile?,0,0
6709,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:18:09 AM,seems like I got the collect to work with that,0,0
6710,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:18:14 AM,I guess my map was messing it up,0,0
6711,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:18:15 AM,weird,0,0
6712,Neeraj K,All Participants,"February 23, 2021",10:18:25 AM,ok,0,0
6713,Neeraj K,All Participants,"February 23, 2021",10:18:51 AM,https://drive.google.com/drive/u/0/folders/1Bo15Il0kSdGp8vjWemYEsEH8gh5U_iJA,0,0
6714,Aaron Alvarez,All Participants,"February 23, 2021",10:19:18 AM,yes,1,0
6715,Hamza Waseem,All Participants,"February 23, 2021",10:19:19 AM,yes,1,0
6716,Marc Larock,All Participants,"February 23, 2021",10:19:21 AM,yes,1,0
6717,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",10:19:21 AM,yes,1,0
6718,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:19:21 AM,yes,1,0
6719,Jacob Sears,All Participants,"February 23, 2021",10:19:24 AM,yes,1,0
6720,Aaron Alvarez,All Participants,"February 23, 2021",10:30:18 AM,yes,1,0
6721,Marc Larock,All Participants,"February 23, 2021",10:30:18 AM,yes,1,0
6722,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:33:39 AM,stack,0,0
6723,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",10:40:14 AM,yes,1,0
6724,Marc Larock,All Participants,"February 23, 2021",10:40:15 AM,yes,1,0
6725,Sarah Jiang,All Participants,"February 23, 2021",10:40:15 AM,yes,1,0
6726,Hamza Waseem,All Participants,"February 23, 2021",10:40:20 AM,yes,1,0
6727,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:40:23 AM,yes,1,0
6728,Aaron Alvarez,All Participants,"February 23, 2021",10:40:25 AM,yes,1,0
6729,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:40:29 AM,yds,0,0
6730,Abtin Khodadadi,All Participants,"February 23, 2021",10:40:34 AM,yes,1,0
6731,Marc Larock,All Participants,"February 23, 2021",10:40:58 AM,yes,1,0
6732,Hamza Waseem,All Participants,"February 23, 2021",10:41:00 AM,yes,1,0
6733,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:41:02 AM,yes,1,0
6734,Marc Larock,All Participants,"February 23, 2021",10:41:54 AM,yes,1,0
6735,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",10:41:56 AM,yes,1,0
6736,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:41:57 AM,yes,1,0
6737,Hamza Waseem,All Participants,"February 23, 2021",10:41:57 AM,yes,1,0
6738,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:42:00 AM,yes,1,0
6739,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:42:41 AM,can you make your text bigger?,0,0
6740,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:42:55 AM,thamk you,0,0
6741,Marc Larock,All Participants,"February 23, 2021",10:42:56 AM,yes,1,0
6742,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:42:59 AM,yes,1,0
6743,Marc Larock,All Participants,"February 23, 2021",10:43:00 AM,better,0,0
6744,Marc Larock,All Participants,"February 23, 2021",10:43:23 AM,yes,1,0
6745,Aaron Alvarez,All Participants,"February 23, 2021",10:43:26 AM,yes,1,0
6746,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",10:43:27 AM,yes,1,0
6747,Hamza Waseem,All Participants,"February 23, 2021",10:43:27 AM,yes,1,0
6748,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:43:29 AM,yes,1,0
6749,Marc Larock,All Participants,"February 23, 2021",10:45:32 AM,yes,1,0
6750,Rain Sung,All Participants,"February 23, 2021",10:45:33 AM,yes,1,0
6751,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:45:34 AM,yes,1,0
6752,Aaron Alvarez,All Participants,"February 23, 2021",10:45:35 AM,yes,1,0
6753,Jacob Sears,All Participants,"February 23, 2021",10:45:36 AM,yes,1,0
6754,Sarah Jiang,All Participants,"February 23, 2021",10:45:36 AM,yes,1,0
6755,Hamza Waseem,All Participants,"February 23, 2021",10:45:37 AM,yes,1,0
6756,Abtin Khodadadi,All Participants,"February 23, 2021",10:48:24 AM,Could you explain how SparkSession and SparkContext are different?,0,0
6757,Marc Larock,All Participants,"February 23, 2021",10:50:15 AM,yes,1,0
6758,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:50:16 AM,yes,1,0
6759,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",10:50:17 AM,yes,1,0
6760,Abtin Khodadadi,All Participants,"February 23, 2021",10:50:17 AM,"yes, thanks",0,0
6761,Hamza Waseem,All Participants,"February 23, 2021",10:50:18 AM,yes,1,0
6762,Aaron Alvarez,All Participants,"February 23, 2021",10:50:18 AM,yes,1,0
6763,Sarah Jiang,All Participants,"February 23, 2021",10:50:20 AM,yes,1,0
6764,Marc Larock,All Participants,"February 23, 2021",10:51:08 AM,okay,0,0
6765,Marc Larock,All Participants,"February 23, 2021",10:54:06 AM,okay. makes sense.,0,0
6766,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:54:08 AM,I like it if it matters :),0,0
6767,Abtin Khodadadi,All Participants,"February 23, 2021",10:54:11 AM,yes,1,0
6768,Sarah Jiang,All Participants,"February 23, 2021",10:54:11 AM,yes,1,0
6769,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",10:54:12 AM,yes,1,0
6770,Hamza Waseem,All Participants,"February 23, 2021",10:54:16 AM,yes,1,0
6771,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:54:17 AM,yes,1,0
6772,Rain Sung,All Participants,"February 23, 2021",10:54:18 AM,yes,1,0
6773,Aaron Alvarez,All Participants,"February 23, 2021",10:54:18 AM,clear,0,0
6774,Jacob Sears,All Participants,"February 23, 2021",10:54:19 AM,yes,1,0
6775,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:54:20 AM,yes',0,0
6776,Abtin Khodadadi,All Participants,"February 23, 2021",10:54:20 AM,I did,0,0
6777,Abtin Khodadadi,All Participants,"February 23, 2021",10:54:24 AM,yes it's clear thanks,1,0
6778,Marc Larock,All Participants,"February 23, 2021",10:54:47 AM,:),0,0
6779,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",10:55:19 AM,yes,1,0
6780,Marc Larock,All Participants,"February 23, 2021",10:55:19 AM,sure,0,0
6781,Sarah Jiang,All Participants,"February 23, 2021",10:55:19 AM,yes,1,0
6782,Leonardo A Lamboglia,All Participants,"February 23, 2021",10:55:20 AM,yeaf,0,0
6783,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",10:55:20 AM,yes,1,0
6784,Hamza Waseem,All Participants,"February 23, 2021",10:55:21 AM,yes,1,0
6785,Jacob Sears,All Participants,"February 23, 2021",10:55:22 AM,sure,0,0
6786,Aaron Alvarez,All Participants,"February 23, 2021",10:55:24 AM,great,0,0
6787,Marc Larock,All Participants,"February 23, 2021",11:11:37 AM,i'm here.,0,0
6788,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",11:11:38 AM,yes,1,0
6789,Rain Sung,All Participants,"February 23, 2021",11:11:38 AM,yes,1,0
6790,Aaron Alvarez,All Participants,"February 23, 2021",11:11:38 AM,yes,1,0
6791,Jacob Sears,All Participants,"February 23, 2021",11:11:39 AM,yes,1,0
6792,Sarah Jiang,All Participants,"February 23, 2021",11:11:39 AM,Im back,0,0
6793,Hamza Waseem,All Participants,"February 23, 2021",11:11:40 AM,yes,1,0
6794,Abtin Khodadadi,All Participants,"February 23, 2021",11:11:43 AM,I'm back,0,0
6795,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:11:47 AM,yes,1,0
6796,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:14:50 AM,done,0,0
6797,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",11:14:55 AM,done,0,0
6798,Aaron Alvarez,All Participants,"February 23, 2021",11:15:14 AM,done,0,0
6799,Hamza Waseem,All Participants,"February 23, 2021",11:15:22 AM,done,0,0
6800,Neeraj K,All Participants,"February 23, 2021",11:15:45 AM,"friends = spark.read.option(""header"",""true"").option(""inferSchema"",""true"")\",0,0
6801,,,".csv(""fakefriends-header.csv"")",,,,
6802,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",11:16:12 AM,yes,1,0
6803,Sarah Jiang,All Participants,"February 23, 2021",11:16:14 AM,yes,1,0
6804,Abtin Khodadadi,All Participants,"February 23, 2021",11:16:16 AM,yes,1,0
6805,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:16:20 AM,yes,1,0
6806,Leonardo A Lamboglia,All Participants,"February 23, 2021",11:16:21 AM,yes,1,0
6807,Marc Larock,All Participants,"February 23, 2021",11:16:21 AM,yes,1,0
6808,Aaron Alvarez,All Participants,"February 23, 2021",11:16:22 AM,yes,1,0
6809,Hamza Waseem,All Participants,"February 23, 2021",11:16:22 AM,yes,1,0
6810,Rain Sung,All Participants,"February 23, 2021",11:16:25 AM,yes,1,0
6811,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",11:19:35 AM,yes,1,0
6812,Sarah Jiang,All Participants,"February 23, 2021",11:20:14 AM,yes,1,0
6813,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:20:28 AM,"yes, I got same error",0,0
6814,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:21:07 AM,does anyone know how to use the ctrl keys for the vm?,0,0
6815,Leonardo A Lamboglia,All Participants,"February 23, 2021",11:21:31 AM,i just try and right click for the most part,0,0
6816,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:22:15 AM,ty,0,0
6817,Sarah Jiang,All Participants,"February 23, 2021",11:22:15 AM,yes got that output,1,0
6818,Marc Larock,All Participants,"February 23, 2021",11:22:55 AM,no,0,1
6819,Hamza Waseem,All Participants,"February 23, 2021",11:22:55 AM,yes,1,0
6820,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:22:56 AM,yes,1,0
6821,Rain Sung,All Participants,"February 23, 2021",11:23:01 AM,it's still running,0,0
6822,Abtin Khodadadi,All Participants,"February 23, 2021",11:23:01 AM,yes,1,0
6823,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",11:23:02 AM,yes,1,0
6824,Jacob Sears,All Participants,"February 23, 2021",11:23:08 AM,yes,1,0
6825,Aaron Alvarez,All Participants,"February 23, 2021",11:23:12 AM,running,0,0
6826,Rain Sung,All Participants,"February 23, 2021",11:23:13 AM,yes,1,0
6827,Aaron Alvarez,All Participants,"February 23, 2021",11:23:29 AM,"yes, got the output",0,0
6828,Leonardo A Lamboglia,All Participants,"February 23, 2021",11:23:44 AM,yes,1,0
6829,Marc Larock,All Participants,"February 23, 2021",11:24:13 AM,me,0,0
6830,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:24:15 AM,actually I got an error,0,0
6831,Marc Larock,All Participants,"February 23, 2021",11:24:34 AM,never mind. i got it.,0,0
6832,Marc Larock,All Participants,"February 23, 2021",11:24:37 AM,just ran,0,0
6833,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:24:41 AM,option is missing 1 required positional argument: 'value',0,0
6834,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:24:51 AM,nvm,0,0
6835,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:24:55 AM,I got it,0,0
6836,Neeraj K,All Participants,"February 23, 2021",11:31:10 AM,def mapper(line):,0,0
6837,,,"fields = line.split(',')",,,,
6838,,,"return Row(ID=int(fields[0]), name= str(fields[1].encode(""utf-8"")), age= int(fields[2]),numFriends=int(fields[3]))",,,,
6839,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",11:31:40 AM,yes,1,0
6840,Sarah Jiang,All Participants,"February 23, 2021",11:31:41 AM,yes,1,0
6841,Aaron Alvarez,All Participants,"February 23, 2021",11:31:42 AM,yes,1,0
6842,Hamza Waseem,All Participants,"February 23, 2021",11:31:43 AM,yes,1,0
6843,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:31:43 AM,yes,1,0
6844,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",11:32:50 AM,yes,1,0
6845,Marc Larock,All Participants,"February 23, 2021",11:32:50 AM,yes,1,0
6846,Leonardo A Lamboglia,All Participants,"February 23, 2021",11:32:52 AM,yes,1,0
6847,Aaron Alvarez,All Participants,"February 23, 2021",11:32:52 AM,yes,1,0
6848,Sarah Jiang,All Participants,"February 23, 2021",11:32:52 AM,yes,1,0
6849,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:32:53 AM,yes,1,0
6850,Jacob Sears,All Participants,"February 23, 2021",11:32:55 AM,yes,1,0
6851,Marc Larock,All Participants,"February 23, 2021",11:34:46 AM,okay,0,0
6852,Marc Larock,All Participants,"February 23, 2021",11:34:50 AM,yes,1,0
6853,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",11:34:52 AM,yes,1,0
6854,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:34:52 AM,yes,1,0
6855,Hamza Waseem,All Participants,"February 23, 2021",11:34:53 AM,yes,1,0
6856,Jacob Sears,All Participants,"February 23, 2021",11:34:56 AM,yes,1,0
6857,Sarah Jiang,All Participants,"February 23, 2021",11:34:58 AM,yes,1,0
6858,Marc Larock,All Participants,"February 23, 2021",11:35:49 AM,yes,1,0
6859,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:35:53 AM,yes,1,0
6860,Marc Larock,All Participants,"February 23, 2021",11:37:18 AM,do you always need a view o execute sql?,0,0
6861,Hamza Waseem,All Participants,"February 23, 2021",11:37:18 AM,yes,1,0
6862,Marc Larock,All Participants,"February 23, 2021",11:37:34 AM,okay,0,0
6863,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",11:37:54 AM,yes,1,0
6864,Marc Larock,All Participants,"February 23, 2021",11:37:54 AM,yes,1,0
6865,Aaron Alvarez,All Participants,"February 23, 2021",11:37:55 AM,yes,1,0
6866,Hamza Waseem,All Participants,"February 23, 2021",11:37:56 AM,yes,1,0
6867,Leonardo A Lamboglia,All Participants,"February 23, 2021",11:37:57 AM,yes,1,0
6868,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:37:59 AM,yes,1,0
6869,Neeraj K,All Participants,"February 23, 2021",11:39:42 AM,# -*- coding: utf-8 -*-,0,0
6870,,,"""""""",,,,
6871,,,Created on Tue Feb 23 09:25:39 2021,,,,
6872,,,@author: Administrator,,,,
6873,,,"""""""",,,,
6874,,,from pyspark.sql import SparkSession,,,,
6875,,,from pyspark.sql import Row,,,,
6876,,,"spark = SparkSession.builder.appName(""SparkSQL"").getOrCreate()",,,,
6877,,,def mapper(line):,,,,
6878,,,"fields = line.split(',')",,,,
6879,,,"return Row(ID=int(fields[0]), name= str(fields[1].encode(""utf-8"")), age= int(fields[2]),numFriends=int(fields[3]))",,,,
6880,,,"lines = spark.sparkContext.textFile(""fakefriends"").csv",,,,
6881,,,people = lines.map(mapper),,,,
6882,,,schemaPeople = spark.createDataFrame(people).cache(),,,,
6883,,,"schemaPeople.createOrReplaceTempView(""people"")",,,,
6884,,,"teenagers = spark.sql(""SELECT * FROM people WHERE age  >= 13 AND age <= 19"")",,,,
6885,,,for teen in teenagers.collect():,,,,
6886,,,print (teen),,,,
6887,,,,,,,
6888,,,"schemaPeople.groupBy(""age"").count().orderBy(""age"").show()",,,,
6889,,,spark.stop(),,,,
6890,Rain Sung,All Participants,"February 23, 2021",11:39:46 AM,yes,1,0
6891,Hamza Waseem,All Participants,"February 23, 2021",11:39:50 AM,yes,1,0
6892,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",11:39:54 AM,yes,1,0
6893,Marc Larock,All Participants,"February 23, 2021",11:40:35 AM,same error,0,0
6894,Rain Sung,All Participants,"February 23, 2021",11:41:41 AM,mine didn't print anything,0,0
6895,Rain Sung,All Participants,"February 23, 2021",11:41:50 AM,09,0,0
6896,Rain Sung,All Participants,"February 23, 2021",11:41:57 AM,done,0,0
6897,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:42:12 AM,still pending,0,0
6898,Hamza Waseem,All Participants,"February 23, 2021",11:42:23 AM,got it,0,0
6899,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",11:42:28 AM,yes,1,0
6900,Marc Larock,All Participants,"February 23, 2021",11:42:35 AM,yes,1,0
6901,Jacob Sears,All Participants,"February 23, 2021",11:43:09 AM,"yes, got it",0,0
6902,Rain Sung,All Participants,"February 23, 2021",11:43:55 AM,Thank you,0,0
6903,Miguel Angel Garza Robledo,All Participants,"February 23, 2021",11:44:10 AM,i messed up somewhere,0,0
6904,Neeraj K,All Participants,"February 23, 2021",11:44:24 AM,# -*- coding: utf-8 -*-,0,0
6905,,,"""""""",,,,
6906,,,Created on Tue Feb 23 09:25:39 2021,,,,
6907,,,@author: Administrator,,,,
6908,,,"""""""",,,,
6909,,,from pyspark.sql import SparkSession,,,,
6910,,,from pyspark.sql import Row,,,,
6911,,,"spark = SparkSession.builder.appName(""SparkSQL"").getOrCreate()",,,,
6912,,,def mapper(line):,,,,
6913,,,"fields = line.split(',')",,,,
6914,,,"return Row(ID=int(fields[0]), name= str(fields[1].encode(""utf-8"")), age= int(fields[2]),numFriends=int(fields[3]))",,,,
6915,,,"lines = spark.sparkContext.textFile(""fakefriends.csv"")",,,,
6916,,,people = lines.map(mapper),,,,
6917,,,schemaPeople = spark.createDataFrame(people).cache(),,,,
6918,,,"schemaPeople.createOrReplaceTempView(""people"")",,,,
6919,,,"teenagers = spark.sql(""SELECT * FROM people WHERE age  >= 13 AND age <= 19"")",,,,
6920,,,for teen in teenagers.collect():,,,,
6921,,,print (teen),,,,
6922,,,,,,,
6923,,,"schemaPeople.groupBy(""age"").count().orderBy(""age"").show()",,,,
6924,,,spark.stop(),,,,
6925,Aaron Alvarez,All Participants,"February 23, 2021",11:46:56 AM,what is the last query?,0,0
6926,Sarah Jiang,All Participants,"February 23, 2021",11:46:57 AM,"For people with most number of friends, do you want like top 5? or a descending list",0,0
6927,Abtin Khodadadi,All Participants,"February 23, 2021",11:47:06 AM,I will create it now,0,0
6928,Aaron Alvarez,All Participants,"February 23, 2021",11:47:09 AM,thanks,0,0
6929,Abtin Khodadadi,All Participants,"February 23, 2021",11:47:18 AM,oaky,0,0
6930,Hamza Waseem,All Participants,"February 23, 2021",11:48:47 AM,do you want different files or can we do it all in one?,0,0
6931,Neeraj K,All Participants,"February 23, 2021",11:49:38 AM,in 1,0,0
6932,Hamza Waseem,All Participants,"February 23, 2021",11:49:45 AM,"ok, thanks",0,0
6933,Hamza Waseem,All Participants,"February 23, 2021",12:01:52 PM,on the last one,0,0
6934,Marc Larock,All Participants,"February 23, 2021",12:02:00 PM,same,0,0
6935,Rain Sung,All Participants,"February 23, 2021",12:02:04 PM,SAME,0,0
6936,Rain Sung,All Participants,"February 23, 2021",12:02:07 PM,same,0,0
6937,Aaron Alvarez,All Participants,"February 23, 2021",12:02:18 PM,running,0,0
6938,Sarah Jiang,All Participants,"February 23, 2021",12:05:00 PM,I am finished but my computer just notfied me that it will have to restart in ~15 min,0,0
6939,Neeraj K,All Participants,"February 23, 2021",12:05:21 PM,vm ?,0,0
6940,Sarah Jiang,All Participants,"February 23, 2021",12:05:31 PM,"No, my company laptop",0,0
6941,Neeraj K,All Participants,"February 23, 2021",12:05:42 PM,please do,0,0
6942,Marc Larock,All Participants,"February 23, 2021",12:07:21 PM,done.,0,0
6943,Rain Sung,All Participants,"February 23, 2021",12:07:31 PM,done as well,0,0
6944,Leonardo A Lamboglia,All Participants,"February 23, 2021",12:07:36 PM,done,0,0
6945,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",12:07:51 PM,done,0,0
6946,Hamza Waseem,All Participants,"February 23, 2021",12:11:45 PM,"done, uploading last screenshot",0,0
6947,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",12:11:52 PM,"pending, my vm is slow",0,0
6948,Jacob Sears,All Participants,"February 23, 2021",12:11:57 PM,"done, uploading screenshots",0,0
6949,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",12:16:19 PM,when are we meeting back?,0,0
6950,Marc Larock,All Participants,"February 23, 2021",1:34:04 PM,yes. back,0,0
6951,Arpit Hasmukhbhai Patel,All Participants,"February 23, 2021",1:34:05 PM,here,0,0
6952,Abtin Khodadadi,All Participants,"February 23, 2021",1:34:06 PM,here,0,0
6953,Hamza Waseem,All Participants,"February 23, 2021",1:34:06 PM,yes,1,0
6954,Jacob Sears,All Participants,"February 23, 2021",1:34:07 PM,yes,1,0
6955,Sarah Jiang,All Participants,"February 23, 2021",1:34:08 PM,here,0,0
6956,Aaron Alvarez,All Participants,"February 23, 2021",1:34:08 PM,yes,1,0
6957,Rain Sung,All Participants,"February 23, 2021",1:34:09 PM,yep,0,0
6958,Leonardo A Lamboglia,All Participants,"February 23, 2021",1:34:10 PM,yes,1,0
6959,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",1:34:15 PM,yes,1,0
6960,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",1:35:13 PM,is anyone talking?,0,0
6961,Miguel Angel Garza Robledo,All Panelists,"February 23, 2021",1:35:26 PM,yes,1,0
6962,Marc Larock,All Participants,"February 23, 2021",1:35:26 PM,yes,1,0
6963,Sarah Jiang,All Participants,"February 23, 2021",1:35:26 PM,yes ,1,0
6964,Leonardo A Lamboglia,All Participants,"February 23, 2021",1:35:26 PM,yes,1,0
